Index,Address,Currency,TotalRewards,TimeStart,TimeEnd,TimeAggregation,StartingBalance,ProtocolRewards,TxFeeRewards,MevRewards
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002724,2023-06-08T00:00:00Z,2023-06-08T23:59:59Z,daily,32.001396,0.002724,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002717,2023-06-09T00:00:00Z,2023-06-09T23:59:59Z,daily,32.004120,0.002717,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002726,2023-06-10T00:00:00Z,2023-06-10T23:59:59Z,daily,32.006837,0.002726,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002732,2023-06-11T00:00:00Z,2023-06-11T23:59:59Z,daily,32.009563,0.002732,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002716,2023-06-12T00:00:00Z,2023-06-12T23:59:59Z,daily,32.012295,0.002716,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002725,2023-06-13T00:00:00Z,2023-06-13T23:59:59Z,daily,32.001274,0.002725,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002725,2023-06-14T00:00:00Z,2023-06-14T23:59:59Z,daily,32.003998,0.002725,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002720,2023-06-15T00:00:00Z,2023-06-15T23:59:59Z,daily,32.006724,0.002720,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002710,2023-06-16T00:00:00Z,2023-06-16T23:59:59Z,daily,32.009444,0.002710,0.000000,0.000000
418394,0x8656f3b6378f5d2685746b513f154f3b0a2b9666112e5971d1f8928ac420e7639656c66fbefff76e4584aa8c5020a030,ETH,0.002686,2023-06-17T00:00:00Z,2023-06-17T23:59:59Z,daily,32.012154,0.002686,0.000000,0.000000
